area,time,OBS,EXP,pop,type,Average_cloud_volume,rain_fall,Average_temperature_(Celsius),wind_speed,Average_maximum_relative_humidity
Krabi,9,4,0.963909532,438039,3,6.5,194.05,28.65,3.55,91.5
Lampang,9,0,1.666961717,757534,3,2,179.5333333,24.5,1.266666667,89.33333333
Lamphun,9,0,0.888900722,403952,3,2,104.1,24.6,0.2,91
Loei,9,1,1.375143183,624920,3,2,181.95,24.1,1.5,91.5
Lop Buri,9,4,1.663865599,756127,3,3.5,149,26.8,1.75,88
Mae Hong Son,9,0,0.53703025,244048,3,2.5,154.8,24.25,0.45,93
Maha Sarakham,9,1,2.067899178,939736,3,3,70.6,26.1,1.6,88
Mukdahan,9,1,0.749452155,340581,3,2,73.4,25.1,2.1,83
Nakhon Nayok,9,0,0.558557846,253831,3,0,0,0,0,0
Nakhon Pathom,9,4,1.90578315,866064,3,2,350.6,27.2,1.7,96
Nakhon Phanom,9,8,1.550849566,704768,3,3,69.15,23.45,1.95,88
Nakhon Ratchasima,9,8,5.689035478,2585325,3,3.666666667,200.9666667,26,2.4,86.33333333
Nakhon Sawan,9,0,2.358256573,1071686,3,2.5,147.4,26.75,1.35,88
Nakhon Si Thammarat,9,1,3.358135654,1526071,3,7.333333333,322.3333333,27.6,1.133333333,95.66666667
Nan,9,0,1.048789834,476612,3,1,63.775,23.3,0.175,94.25
Narathiwat,9,2,1.644600127,747372,3,8,323.8,26.5,2.7,91
Nong Bua Lam Phu,9,0,1.105868882,502551,3,2,0,0,0,90
Nong Khai,9,0,1.121974421,509870,3,2,184.3,25.2,2.7,85
Nonthaburi,9,1,2.470352792,1122627,3,5,247.8,0,0,0
Pathum Thani,9,0,2.224491925,1010898,3,5,247.8,27.8,2.8,93
Pattani,9,1,1.460005881,663485,3,8,246.1,27.5,0.8,95
Phangnga,9,0,0.560978408,254931,3,3,215.25,27.7,0.8,90
Phatthalung,9,0,1.12459963,511063,3,6,472.4,28.2,1,93
Phayao,9,0,1.07048687,486472,3,7,333,27.8,2.3,92
Phetchabun,9,0,2.180281463,990807,3,2,112,23.9,1,91
Phetchaburi,9,1,1.025611854,466079,3,2,68.46666667,25.96666667,0.5,87.66666667
Phichit,9,5,1.209594358,549688,3,4,192.9,27,4.9,86
Phitsanulok,9,1,1.873420238,851357,3,2,165.7,24.9,0.4,95
Phra Nakhon Si Ayutthaya,9,4,1.733238901,787653,3,3,126.4,25.6,1.7,89
Phrae,9,0,1.009484311,458750,3,4,104.3,27.4,0.7,91
Phuket,9,0,0.77864413,353847,3,4,68.9,24.4,0.9,93
Prachin Buri,9,0,1.033474279,469652,3,6.5,491.7,29.05,2.4,88
Prachuap Khiri Khan,9,0,1.127911399,512568,3,4,167.3333333,27.36666667,2.566666667,88.66666667
Ranong,9,0,0.404561703,183849,3,5,221.3,27.9,2.2,89
Ratchaburi,9,5,1.854335208,842684,3,4,267.4,27.4,3,92
Rayong,9,0,1.403344929,637736,3,4.5,290.8,26.8,2.55,89
Roi Et,9,4,2.87179417,1305058,3,3.5,109.5,25.35,2.35,86.5
Sa Kaeo,9,1,1.200589868,545596,3,2.5,246.55,27.15,1.3,89.5
Sakon Nakhon,9,0,2.471945961,1123351,3,1.5,211.15,24.35,1,86
Samut Prakan,9,0,2.647705157,1203223,3,5.5,222.2,27.5,7.7,81.5
Samut Sakhon,9,0,1.098270519,499098,3,5.5,222.2,0,0,0
Samut Songkhram,9,3,0.427088331,194086,3,0,0,0,0,0
Saraburi,9,2,1.365315702,620454,3,4,0,0,0,86.5
Satun,9,0,0.663381377,301467,3,7,118.8,28.6,2,85
Si Sa Ket,9,1,3.195588326,1452203,3,2,295,25.3,1.4,87
Sing Buri,9,0,0.470000491,213587,3,3.5,0,0,0,86.5
Songkhla,9,1,3.008120212,1367010,3,7.25,228.075,27.775,2.925,88.75
Sukhothai,9,1,1.323616023,601504,3,2.5,265.7,25.75,0.5,95
Suphan Buri,9,6,1.859548218,845053,3,3.5,217,27.4,0.65,95.5
Surat Thani,9,1,2.227057721,1012064,3,6.5,195.875,27.5,1.8,93.25
Surin,9,1,3.037582851,1380399,3,2,278.5333333,25.8,1.533333333,88
Tak,9,1,1.168510822,531018,3,1.6,214.38,24.04,1.52,88
Trang,9,1,1.379077697,626708,3,3,626.8,27.1,1.6,91
Trat,9,0,0.488541995,222013,3,6,167,26.4,2.9,92
Ubon Ratchathani,9,4,3.996252967,1816057,3,4.5,229.1,25.05,2.1,85.5
Udon Thani,9,0,3.406626109,1548107,3,3,215.6,25.2,2.3,84
Uthai Thani,9,0,0.721842346,328034,3,0,0,0,0,0
Uttaradit,9,0,1.01452348,461040,3,1,158.1,25.8,0.1,85
Yala,9,0,1.086539596,493767,3,8,233.1,27.3,2.3,94
Yasothon,9,1,1.185751824,538853,3,4,229.1,0,0,84
Amnat Charoen,10,0,0.563508309,372241,3,4,0,0,0,90
Ang Thong,10,0,0.430019084,284061,3,5,0,0,0,90
Bangkok Metropolis,10,3,8.590728003,5674843,3,6.5,0.38,21.85,2.8,84
Bueng Kan,10,0,0.617087172,407634,3,2,0,0,0,89
Buri Ram,10,1,2.360184267,1559085,3,3.5,1,26.45,1.4,90
Chachoengsao,10,3,1.028448344,679370,3,7,4.1,27.7,0.4,95
Chai Nat,10,1,0.504491781,333256,3,5,0,27.9,0.3,92
Chaiyaphum,10,5,1.706722871,1127423,3,4,0,28.1,2.1,79
Chanthaburi,10,0,0.782428822,516855,3,5.5,0,27.45,1.35,93.5
Chiang Mai,10,1,2.491976493,1646144,3,5,1.05,23.3,2.4,67.5
Chiang Rai,10,1,1.814557278,1198656,3,4,6.25,23.55,0.8,94
Chon Buri,10,3,2.026492995,1338656,3,6.4,0,27.84,3.64,90.6
Chumphon,10,0,0.745078179,492182,3,7.5,84.6,27.15,1.05,95.5
Kalasin,10,0,1.486055402,981655,3,3,0,25.5,4.7,90
Kamphaeng Phet,10,8,1.0990517,726009,3,4,0.1,27.3,0.6,90
Kanchanaburi,10,22,1.269970287,838914,3,5,0,28.2,0.55,87.5
Khon Kaen,10,4,2.673517601,1766066,3,3.5,0,26.35,1.5,89.5
Krabi,10,0,0.663115068,438039,3,7.5,114,27.85,3.2,91
Lampang,10,0,1.146775082,757534,3,2.666666667,0,26.46666667,0.733333333,90.66666667
Lamphun,10,0,0.611513263,403952,3,4,0,25.9,0.4,91
Loei,10,2,0.946020488,624920,3,2.5,0.1,26.3,1.5,92
Lop Buri,10,7,1.144645128,756127,3,5,0,28.1,1.55,92
Mae Hong Son,10,0,0.369446342,244048,3,4,0.6,24.2,0.4,93.5
Maha Sarakham,10,0,1.422597307,939736,3,3,0,26.5,1.6,89
Mukdahan,10,0,0.51558056,340581,3,2,0,26.4,1.9,83
Nakhon Nayok,10,0,0.384256107,253831,3,5,0,0,0,0
Nakhon Pathom,10,0,1.311070678,866064,3,6,0,28.3,0.9,97
Nakhon Phanom,10,2,1.06689651,704768,3,2,0,25.25,1.85,88
Nakhon Ratchasima,10,5,3.913733626,2585325,3,4,0.1,26.9,2.6,88
Nakhon Sawan,10,0,1.62234672,1071686,3,4,2.35,28.35,1.15,89.5
Nakhon Si Thammarat,10,6,2.310206798,1526071,3,8,316.2333333,27.7,1.4,96
Nan,10,0,0.7215079,476612,3,2.5,4.3,24.975,0.225,94
Narathiwat,10,0,1.131391577,747372,3,8,902,27.4,2.4,91
Nong Bua Lam Phu,10,0,0.760775047,502551,3,2,0,0,0,90
Nong Khai,10,0,0.771854743,509870,3,2,0,26.3,2.6,88
Nonthaburi,10,0,1.699462559,1122627,3,5,0,0,0,0
Pathum Thani,10,0,1.530324232,1010898,3,5,0,29,2.7,93
Pattani,10,2,1.004401209,663485,3,8,501,28.6,0.5,94
Phangnga,10,0,0.385921316,254931,3,4.5,0,28.65,0.75,90
Phatthalung,10,1,0.773660738,511063,3,8,104.7,27.6,1.3,95
Phayao,10,0,0.73643423,486472,3,9,631.9,28.3,1.7,91
Phetchabun,10,0,1.499909943,990807,3,3,0,24.4,1.6,90
Phetchaburi,10,0,0.705562765,466079,3,3,0,28,0.533333333,86.66666667
Phichit,10,2,0.832132289,549688,3,7,0.6,27.5,4.7,89
Phitsanulok,10,1,1.28880683,851357,3,9,13.7,27.1,0.5,95
Phra Nakhon Si Ayutthaya,10,0,1.192370024,787653,3,5,0,27.7,1.9,90
Phrae,10,0,0.69446793,458750,3,5,0,27.8,1.7,93
Phuket,10,0,0.535662983,353847,3,5,0,26,0.8,92
Prachin Buri,10,0,0.710971667,469652,3,7,82.35,28.8,2.65,90.5
Prachuap Khiri Khan,10,2,0.775939047,512568,3,7,24.1,27.9,1.866666667,90.66666667
Ranong,10,0,0.278315497,183849,3,7,21,27.9,1.8,91
Ratchaburi,10,1,1.275677413,842684,3,7,8.4,28.5,2.4,94
Rayong,10,0,0.965421689,637736,3,6.5,1.65,27.1,0.9,91
Roi Et,10,0,1.97563145,1305058,3,4,0,25.4,2.45,92.5
Sa Kaeo,10,1,0.825937711,545596,3,4,0.2,28.9,1.2,91
Sakon Nakhon,10,1,1.700558569,1123351,3,2,0,25.55,1,87.5
Samut Prakan,10,0,1.821470923,1203223,3,6.333333333,1.7,28.6,7.65,82
Samut Sakhon,10,0,0.755547804,499098,3,6.333333333,1.7,0,0,0
Samut Songkhram,10,2,0.29381254,194086,3,6,0,0,0,0
Saraburi,10,0,0.939259739,620454,3,5,0,0,0,86.5
Satun,10,1,0.456368749,301467,3,8,99.1,28.8,1.7,88
Si Sa Ket,10,1,2.198383458,1452203,3,4,0,26.9,1.3,86
Sing Buri,10,0,0.323333671,213587,3,5,0,0,0,86.5
Songkhla,10,1,2.069416033,1367010,3,8.75,493.5,27.975,3.15,91.5
Sukhothai,10,1,0.910572725,601504,3,4.5,2.35,28.1,0.6,95.5
Suphan Buri,10,1,1.279263668,845053,3,6.5,0,28.65,0.9,96
Surat Thani,10,0,1.532089354,1012064,3,8,180.575,27.775,2.15,93.5
Surin,10,0,2.089684656,1380399,3,3.666666667,0.133333333,26.36666667,1.466666667,89
Tak,10,1,0.803869147,531018,3,4,0.36,25.16,1.08,86.2
Trang,10,0,0.94872721,626708,3,5,32.9,27.5,2.5,94
Trat,10,1,0.336089174,222013,3,8,138.6,28.8,2.6,95
Ubon Ratchathani,10,2,2.749195304,1816057,3,5,0,26.45,2.1,85.5
Udon Thani,10,0,2.343565479,1548107,3,2,0,26.6,2.5,85
Uthai Thani,10,0,0.496586579,328034,3,5,0,0,0,0
Uttaradit,10,1,0.697934593,461040,3,3,0.7,27.9,0.1,86
Yala,10,0,0.747477594,493767,3,8,718.4,28.6,2.1,95
Yasothon,10,0,0.815729978,538853,3,3,0,0,0,84
Amnat Charoen,11,0,0.458939757,372241,3,4,0,0,0,90
Ang Thong,11,0,0.350221728,284061,3,5,0,0,0,90
Bangkok Metropolis,11,7,6.996572291,5674843,3,6.5,0.38,21.85,2.8,84
Bueng Kan,11,0,0.50257615,407634,3,2,0,0,0,89
Buri Ram,11,6,1.922211929,1559085,3,3.5,1,26.45,1.4,90
Chachoengsao,11,2,0.837602259,679370,3,7,4.1,27.7,0.4,95
Chai Nat,11,0,0.410874749,333256,3,5,0,27.9,0.3,92
Chaiyaphum,11,0,1.39001141,1127423,3,4,0,28.1,2.1,79
Chanthaburi,11,0,0.637235844,516855,3,5.5,0,27.45,1.35,93.5
Chiang Mai,11,7,2.029547865,1646144,3,5,1.05,23.3,2.4,67.5
Chiang Rai,11,0,1.477835309,1198656,3,4,6.25,23.55,0.8,94
Chon Buri,11,0,1.650442748,1338656,3,6.4,0,27.84,3.64,90.6
Chumphon,11,1,0.606816249,492182,3,7.5,84.6,27.15,1.05,95.5
Kalasin,11,0,1.210292544,981655,3,3,0,25.5,4.7,90
Kamphaeng Phet,11,3,0.895103962,726009,3,4,0.1,27.3,0.6,90
Kanchanaburi,11,4,1.034305697,838914,3,5,0,28.2,0.55,87.5
Khon Kaen,11,0,2.177400932,1766066,3,3.5,0,26.35,1.5,89.5
Krabi,11,0,0.540062788,438039,3,7.5,114,27.85,3.2,91
Lampang,11,0,0.933971459,757534,3,2.666666667,0,26.46666667,0.733333333,90.66666667
Lamphun,11,0,0.498036575,403952,3,4,0,25.9,0.4,91
Loei,11,0,0.770470294,624920,3,2.5,0.1,26.3,1.5,92
Lop Buri,11,0,0.932236754,756127,3,5,0,28.1,1.55,92
Mae Hong Son,11,0,0.300889289,244048,3,4,0.6,24.2,0.4,93.5
Maha Sarakham,11,1,1.158610178,939736,3,3,0,26.5,1.6,89
Mukdahan,11,0,0.419905817,340581,3,2,0,26.4,1.9,83
Nakhon Nayok,11,0,0.31295085,253831,3,5,0,0,0,0
Nakhon Pathom,11,3,1.067779212,866064,3,6,0,28.3,0.9,97
Nakhon Phanom,11,0,0.868915715,704768,3,2,0,25.25,1.85,88
Nakhon Ratchasima,11,3,3.187473778,2585325,3,4,0.1,26.9,2.6,88
Nakhon Sawan,11,0,1.32129269,1071686,3,4,2.35,28.35,1.15,89.5
Nakhon Si Thammarat,11,1,1.881508629,1526071,3,8,316.2333333,27.7,1.4,96
Nan,11,0,0.587619836,476612,3,2.5,4.3,24.975,0.225,94
Narathiwat,11,3,0.921442624,747372,3,8,902,27.4,2.4,91
Nong Bua Lam Phu,11,0,0.619600296,502551,3,2,0,0,0,90
Nong Khai,11,1,0.628623966,509870,3,2,0,26.3,2.6,88
Nonthaburi,11,0,1.384098373,1122627,3,5,0,0,0,0
Pathum Thani,11,0,1.24634654,1010898,3,5,0,29,2.7,93
Pattani,11,1,0.818017479,663485,3,8,501,28.6,0.5,94
Phangnga,11,0,0.314307051,254931,3,4.5,0,28.65,0.75,90
Phatthalung,11,2,0.630094828,511063,3,8,104.7,27.6,1.3,95
Phayao,11,0,0.599776331,486472,3,9,631.9,28.3,1.7,91
Phetchabun,11,1,1.221576139,990807,3,3,0,24.4,1.6,90
Phetchaburi,11,1,0.574633592,466079,3,3,0,28,0.533333333,86.66666667
Phichit,11,1,0.677715988,549688,3,7,0.6,27.5,4.7,89
Phitsanulok,11,0,1.0496468,851357,3,9,13.7,27.1,0.5,95
Phra Nakhon Si Ayutthaya,11,1,0.971105483,787653,3,5,0,27.7,1.9,90
Phrae,11,0,0.565597592,458750,3,5,0,27.8,1.7,93
Phuket,11,0,0.436261605,353847,3,5,0,26,0.8,92
Prachin Buri,11,0,0.57903878,469652,3,7,82.35,28.8,2.65,90.5
Prachuap Khiri Khan,11,0,0.631950358,512568,3,7,24.1,27.9,1.866666667,90.66666667
Ranong,11,0,0.226669323,183849,3,7,21,27.9,1.8,91
Ratchaburi,11,7,1.038953769,842684,3,7,8.4,28.5,2.4,94
Rayong,11,0,0.786271272,637736,3,6.5,1.65,27.1,0.9,91
Roi Et,11,1,1.609019429,1305058,3,4,0,25.4,2.45,92.5
Sa Kaeo,11,4,0.672670919,545596,3,4,0.2,28.9,1.2,91
Sakon Nakhon,11,0,1.384991,1123351,3,2,0,25.55,1,87.5
Samut Prakan,11,0,1.48346601,1203223,3,6.333333333,1.7,28.6,7.65,82
Samut Sakhon,11,0,0.615343057,499098,3,6.333333333,1.7,0,0,0
Samut Songkhram,11,4,0.239290625,194086,3,6,0,0,0,0
Saraburi,11,2,0.764964117,620454,3,5,0,0,0,86.5
Satun,11,0,0.371681764,301467,3,8,99.1,28.8,1.7,88
Si Sa Ket,11,1,1.790436012,1452203,3,4,0,26.9,1.3,86
Sing Buri,11,0,0.263333609,213587,3,5,0,0,0,86.5
Songkhla,11,0,1.685400686,1367010,3,8.75,493.5,27.975,3.15,91.5
Sukhothai,11,0,0.741600467,601504,3,4.5,2.35,28.1,0.6,95.5
Suphan Buri,11,1,1.041874534,845053,3,6.5,0,28.65,0.9,96
Surat Thani,11,2,1.247784113,1012064,3,8,180.575,27.775,2.15,93.5
Surin,11,0,1.701908122,1380399,3,3.666666667,0.133333333,26.36666667,1.466666667,89
Tak,11,1,0.654697553,531018,3,4,0.36,25.16,1.08,86.2
Trang,11,3,0.772674738,626708,3,5,32.9,27.5,2.5,94
Trat,11,0,0.273722111,222013,3,8,138.6,28.8,2.6,95
Ubon Ratchathani,11,4,2.23903535,1816057,3,5,0,26.45,2.1,85.5
Udon Thani,11,0,1.90867704,1548107,3,2,0,26.6,2.5,85
Uthai Thani,11,0,0.404436492,328034,3,5,0,0,0,0
Uttaradit,11,0,0.568420957,461040,3,3,0.7,27.9,0.1,86
Yala,11,0,0.608770412,493767,3,8,718.4,28.6,2.1,95
Yasothon,11,0,0.664357405,538853,3,3,0,0,0,84
Amnat Charoen,12,0,0.255612016,372241,3,4,0,0,0,90
Ang Thong,12,0,0.195060203,284061,3,5,0,0,0,90
Bangkok Metropolis,12,3,3.896825073,5674843,3,6.5,0.38,21.85,2.8,84
Bueng Kan,12,0,0.279915831,407634,3,2,0,0,0,89
Buri Ram,12,1,1.070599049,1559085,3,3.5,1,26.45,1.4,90
Chachoengsao,12,2,0.466512651,679370,3,7,4.1,27.7,0.4,95
Chai Nat,12,0,0.228841633,333256,3,5,0,27.9,0.3,92
Chaiyaphum,12,0,0.77418357,1127423,3,4,0,28.1,2.1,79
Chanthaburi,12,0,0.354916167,516855,3,5.5,0,27.45,1.35,93.5
Chiang Mai,12,1,1.13038109,1646144,3,5,1.05,23.3,2.4,67.5
Chiang Rai,12,1,0.823098147,1198656,3,4,6.25,23.55,0.8,94
Chon Buri,12,1,0.919233936,1338656,3,6.4,0,27.84,3.64,90.6
Chumphon,12,0,0.337973607,492182,3,7.5,84.6,27.15,1.05,95.5
Kalasin,12,1,0.674086987,981655,3,3,0,25.5,4.7,90
Kamphaeng Phet,12,3,0.498538915,726009,3,4,0.1,27.3,0.6,90
Kanchanaburi,12,0,0.576068996,838914,3,5,0,28.2,0.55,87.5
Khon Kaen,12,3,1.212729633,1766066,3,3.5,0,26.35,1.5,89.5
Krabi,12,0,0.300794464,438039,3,7.5,114,27.85,3.2,91
Lampang,12,0,0.520186635,757534,3,2.666666667,0,26.46666667,0.733333333,90.66666667
Lamphun,12,0,0.277387459,403952,3,4,0,25.9,0.4,91
Loei,12,1,0.429122696,624920,3,2.5,0.1,26.3,1.5,92
Lop Buri,12,0,0.51922047,756127,3,5,0,28.1,1.55,92
Mae Hong Son,12,0,0.167583908,244048,3,4,0.6,24.2,0.4,93.5
Maha Sarakham,12,0,0.645301871,939736,3,3,0,26.5,1.6,89
Mukdahan,12,0,0.233871594,340581,3,2,0,26.4,1.9,83
Nakhon Nayok,12,0,0.174301739,253831,3,5,0,0,0,0
Nakhon Pathom,12,0,0.594712472,866064,3,6,0,28.3,0.9,97
Nakhon Phanom,12,0,0.483953056,704768,3,2,0,25.25,1.85,88
Nakhon Ratchasima,12,3,1.775301851,2585325,3,4,0.1,26.9,2.6,88
Nakhon Sawan,12,1,0.735909853,1071686,3,4,2.35,28.35,1.15,89.5
Nakhon Si Thammarat,12,0,1.047928857,1526071,3,8,316.2333333,27.7,1.4,96
Nan,12,1,0.327281934,476612,3,2.5,4.3,24.975,0.225,94
Narathiwat,12,1,0.51320855,747372,3,8,902,27.4,2.4,91
Nong Bua Lam Phu,12,0,0.345093836,502551,3,2,0,0,0,90
Nong Khai,12,0,0.350119677,509870,3,2,0,26.3,2.6,88
Nonthaburi,12,0,0.770890233,1122627,3,5,0,0,0,0
Pathum Thani,12,0,0.694167693,1010898,3,5,0,29,2.7,93
Pattani,12,0,0.455604672,663485,3,8,501,28.6,0.5,94
Phangnga,12,0,0.175057092,254931,3,4.5,0,28.65,0.75,90
Phatthalung,12,0,0.350938892,511063,3,8,104.7,27.6,1.3,95
Phayao,12,1,0.33405264,486472,3,9,631.9,28.3,1.7,91
Phetchabun,12,0,0.680371521,990807,3,3,0,24.4,1.6,90
Phetchaburi,12,1,0.320049089,466079,3,3,0,28,0.533333333,86.66666667
Phichit,12,0,0.377462069,549688,3,7,0.6,27.5,4.7,89
Phitsanulok,12,1,0.584613408,851357,3,9,13.7,27.1,0.5,95
Phra Nakhon Si Ayutthaya,12,0,0.540868877,787653,3,5,0,27.7,1.9,90
Phrae,12,0,0.315016381,458750,3,5,0,27.8,1.7,93
Phuket,12,0,0.242981147,353847,3,5,0,26,0.8,92
Prachin Buri,12,0,0.322502612,469652,3,7,82.35,28.8,2.65,90.5
Prachuap Khiri Khan,12,0,0.351972351,512568,3,7,24.1,27.9,1.866666667,90.66666667
Ranong,12,0,0.126246205,183849,3,7,21,27.9,1.8,91
Ratchaburi,12,4,0.578657795,842684,3,7,8.4,28.5,2.4,94
Rayong,12,0,0.43792324,637736,3,6.5,1.65,27.1,0.9,91
Roi Et,12,0,0.89616272,1305058,3,4,0,25.4,2.45,92.5
Sa Kaeo,12,8,0.374652157,545596,3,4,0.2,28.9,1.2,91
Sakon Nakhon,12,0,0.771387392,1123351,3,2,0,25.55,1,87.5
Samut Prakan,12,0,0.826234233,1203223,3,6.333333333,1.7,28.6,7.65,82
Samut Sakhon,12,0,0.342722715,499098,3,6.333333333,1.7,0,0,0
Samut Songkhram,12,1,0.133275791,194086,3,6,0,0,0,0
Saraburi,12,0,0.426055964,620454,3,5,0,0,0,86.5
Satun,12,0,0.207012628,301467,3,8,99.1,28.8,1.7,88
Si Sa Ket,12,1,0.997204868,1452203,3,4,0,26.9,1.3,86
Sing Buri,12,0,0.14666682,213587,3,5,0,0,0,86.5
Songkhla,12,1,0.93870418,1367010,3,8.75,493.5,27.975,3.15,91.5
Sukhothai,12,0,0.413043298,601504,3,4.5,2.35,28.1,0.6,95.5
Suphan Buri,12,1,0.58028455,845053,3,6.5,0,28.65,0.9,96
Surat Thani,12,2,0.694968367,1012064,3,8,180.575,27.775,2.15,93.5
Surin,12,0,0.947898195,1380399,3,3.666666667,0.133333333,26.36666667,1.466666667,89
Tak,12,0,0.364641675,531018,3,4,0.36,25.16,1.08,86.2
Trang,12,0,0.430350487,626708,3,5,32.9,27.5,2.5,94
Trat,12,0,0.152452821,222013,3,8,138.6,28.8,2.6,95
Ubon Ratchathani,12,0,1.247057664,1816057,3,5,0,26.45,2.1,85.5
Udon Thani,12,0,1.06306063,1548107,3,2,0,26.6,2.5,85
Uthai Thani,12,0,0.225255768,328034,3,5,0,0,0,0
Uttaradit,12,0,0.316588887,461040,3,3,0.7,27.9,0.1,86
Yala,12,0,0.339062002,493767,3,8,718.4,28.6,2.1,95
Yasothon,12,0,0.370021846,538853,3,3,0,0,0,84
